Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,fullName,age_group
Paul Pogba,26,https://cdn.sofifa.com/players/195/864/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,87,88,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€58M,€210K,Paul Pogba,Age: 25-30
Leon Goretzka,24,https://cdn.sofifa.com/players/209/658/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,84,88,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€40M,€115K,Leon Goretzka,Age: 20-25
Tanguy Ndombele,22,https://cdn.sofifa.com/players/235/569/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,88,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€21.5M,€82K,Tanguy Ndombele,Age: 20-25
Gonçalo Manuel,22,https://cdn.sofifa.com/players/224/411/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,82,88,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€30.5M,€42K,Gonçalo Manuel Ganchinho Guedes,Age: 20-25
Nicolò Barella,22,https://cdn.sofifa.com/players/224/232/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,88,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€21.5M,€60K,Nicolò Barella,Age: 20-25
Pierre-Emerick Aubameyang,30,https://cdn.sofifa.com/players/188/567/20_60.png,Gabon,https://cdn.sofifa.com/flags/ga.png,88,88,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€57M,€200K,Pierre-Emerick Aubameyang,Age: 30-35
Samir Handanovič,34,https://cdn.sofifa.com/players/162/835/20_60.png,Slovenia,https://cdn.sofifa.com/flags/si.png,88,88,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€26M,€110K,Samir Handanovič,Age: 30-35
Samuel Umtiti,25,https://cdn.sofifa.com/players/205/600/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,85,88,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€43M,€190K,Samuel Umtiti,Age: 25-30
Kingsley Coman,23,https://cdn.sofifa.com/players/213/345/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,88,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€40.5M,€115K,Kingsley Coman,Age: 20-25
Roberto Firmino,27,https://cdn.sofifa.com/players/201/942/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,88,88,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€63M,€220K,Roberto Firmino Barbosa de Oliveira,Age: 25-30
Sergio Busquets,30,https://cdn.sofifa.com/players/189/511/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,88,88,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€49M,€280K,Sergio Busquets Burgos,Age: 30-35
Éder Gabriel,21,https://cdn.sofifa.com/players/240/130/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,81,88,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€23M,€100K,Éder Gabriel Militão,Age: 20-25
Marco Verratti,26,https://cdn.sofifa.com/players/199/556/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,87,88,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€58M,€145K,Marco Verratti,Age: 25-30
Julián Carranza,19,https://cdn.sofifa.com/players/240/969/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,69,87,Club Atlético Banfield,https://cdn.sofifa.com/teams/110404/light_30.png,€2.3M,€5K,Julián Carranza,Below 20 years
Dominik Szoboszlai,18,https://cdn.sofifa.com/players/236/772/20_60.png,Hungary,https://cdn.sofifa.com/flags/hu.png,74,87,FC Red Bull Salzburg,https://cdn.sofifa.com/teams/191/light_30.png,€10M,€11K,Dominik Szoboszlai,Below 20 years
Sander Berge,21,https://cdn.sofifa.com/players/228/092/20_60.png,Norway,https://cdn.sofifa.com/flags/no.png,79,87,Sheffield United,https://cdn.sofifa.com/teams/1794/light_30.png,€17M,€28K,Sander Berge,Age: 20-25
Mario Hermoso,24,https://cdn.sofifa.com/players/229/668/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,87,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€22M,€49K,Mario Hermoso Canseco,Age: 20-25
Takefusa Kubo,18,https://cdn.sofifa.com/players/237/681/20_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,72,87,RCD Mallorca,https://cdn.sofifa.com/teams/453/light_30.png,€6.5M,€6K,Takefusa Kubo,Below 20 years
Felipe dos,21,https://cdn.sofifa.com/players/233/299/19_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,87,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,€12M,€20K,Felipe dos Reis Vizeu do Carmo,Age: 20-25
Hugo Lloris,32,https://cdn.sofifa.com/players/167/948/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,87,87,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€30.5M,€125K,Hugo Lloris,Age: 30-35
Sergio Reguilón,22,https://cdn.sofifa.com/players/245/279/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,87,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€18.5M,€18K,Sergio Reguilón Rodríguez,Age: 20-25
Steven Bergwijn,21,https://cdn.sofifa.com/players/225/953/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,82,87,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€30M,€90K,Steven Bergwijn,Age: 20-25
Alex Meret,22,https://cdn.sofifa.com/players/225/116/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,87,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€12.5M,€36K,Alex Meret,Age: 20-25
Kepa Arrizabalaga,24,https://cdn.sofifa.com/players/206/585/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€25M,€83K,Kepa Arrizabalaga,Age: 20-25
Romelu Lukaku,26,https://cdn.sofifa.com/players/192/505/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,86,87,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€53M,€125K,Romelu Lukaku,Age: 25-30
Moussa Diaby,19,https://cdn.sofifa.com/players/241/852/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,87,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€15.5M,€33K,Moussa Diaby,Below 20 years
Alban Lafont,20,https://cdn.sofifa.com/players/231/691/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,87,FC Nantes,https://cdn.sofifa.com/teams/71/light_30.png,€14.5M,€15K,Alban Lafont,Age: 20-25
Thomas Partey,26,https://cdn.sofifa.com/players/209/989/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,84,87,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€38M,€81K,Thomas Partey,Age: 25-30
Diego Godín,33,https://cdn.sofifa.com/players/182/493/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,87,87,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€24M,€110K,Diego Godín,Age: 30-35
Heung Min,26,https://cdn.sofifa.com/players/200/104/20_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,87,87,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€54M,€165K,Heung Min Son,Age: 25-30
James Maddison,22,https://cdn.sofifa.com/players/220/697/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,82,87,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€29.5M,€89K,James Maddison,Age: 20-25
Donny van,22,https://cdn.sofifa.com/players/221/363/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,83,87,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€33M,€28K,Donny van de Beek,Age: 20-25
Harvey Elliott,16,https://cdn.sofifa.com/players/246/174/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,87,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€975K,€4K,Harvey Elliott,Below 20 years
David Josué,33,https://cdn.sofifa.com/players/168/542/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,87,87,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€30.5M,€220K,David Josué Jiménez Silva,Age: 30-35
Serge Gnabry,23,https://cdn.sofifa.com/players/206/113/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,87,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€47.5M,€130K,Serge Gnabry,Age: 20-25
Nicolas Pépé,24,https://cdn.sofifa.com/players/226/110/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,82,87,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€29.5M,€89K,Nicolas Pépé,Age: 20-25
Ángel Di,31,https://cdn.sofifa.com/players/183/898/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,87,87,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€44M,€160K,Ángel Di María,Age: 30-35
Ricard Puig,19,https://cdn.sofifa.com/players/242/816/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,71,87,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€5M,€39K,Ricard Puig Martí,Below 20 years
Dean Henderson,22,https://cdn.sofifa.com/players/233/306/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,87,Sheffield United,https://cdn.sofifa.com/teams/1794/light_30.png,€14.5M,€26K,Dean Henderson,Age: 20-25
Marco Reus,30,https://cdn.sofifa.com/players/188/350/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,87,87,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€47.5M,€140K,Marco Reus,Age: 30-35
Emil Audero,22,https://cdn.sofifa.com/players/228/413/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,77,87,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,€11.5M,€22K,Emil Audero,Age: 20-25
Memphis Depay,25,https://cdn.sofifa.com/players/202/556/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,84,87,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€39.5M,€110K,Memphis Depay,Age: 25-30
Mats Hummels,30,https://cdn.sofifa.com/players/178/603/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,87,87,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€41M,€125K,Mats Hummels,Age: 30-35
Giovani Lo,23,https://cdn.sofifa.com/players/226/226/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,87,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€29M,€95K,Giovani Lo Celso,Age: 20-25
Douglas Luiz,21,https://cdn.sofifa.com/players/236/499/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,87,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,€10M,€29K,Douglas Luiz Soares de Paulo,Age: 20-25
Sebastiano Esposito,16,https://cdn.sofifa.com/players/247/888/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,67,87,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€1.5M,€4K,Sebastiano Esposito,Below 20 years
Ryan Gravenberch,17,https://cdn.sofifa.com/players/246/104/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,70,87,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€3.5M,€1K,Ryan Gravenberch,Below 20 years
Anthony Martial,23,https://cdn.sofifa.com/players/211/300/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,87,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€34.5M,€140K,Anthony Martial,Age: 20-25
Alessio Cragno,25,https://cdn.sofifa.com/players/205/659/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,87,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,€18M,€30K,Alessio Cragno,Age: 25-30
Mauro Icardi,26,https://cdn.sofifa.com/players/201/399/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,86,87,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€53M,€150K,Mauro Icardi,Age: 25-30
Christian Eriksen,27,https://cdn.sofifa.com/players/190/460/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,87,87,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€52.5M,€125K,Christian Eriksen,Age: 25-30
Nabil Fekir,25,https://cdn.sofifa.com/players/216/594/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,85,87,Real Betis,https://cdn.sofifa.com/teams/449/light_30.png,€47M,€44K,Nabil Fekir,Age: 25-30
Jérémy Doku,17,https://cdn.sofifa.com/players/246/420/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,69,87,RSC Anderlecht,https://cdn.sofifa.com/teams/229/light_30.png,€2.1M,€2K,Jérémy Doku,Below 20 years
Mason Mount,20,https://cdn.sofifa.com/players/233/064/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€18.5M,€76K,Mason Mount,Age: 20-25
Reece James,19,https://cdn.sofifa.com/players/238/074/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€10.5M,€37K,Reece James,Below 20 years
Youri Tielemans,22,https://cdn.sofifa.com/players/216/393/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,81,87,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€24M,€82K,Youri Tielemans,Age: 20-25
Dries Mertens,32,https://cdn.sofifa.com/players/175/943/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,87,87,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€40M,€135K,Dries Mertens,Age: 30-35
Alejandro Grimaldo,23,https://cdn.sofifa.com/players/210/035/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,87,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€29.5M,€18K,Alejandro Grimaldo García,Age: 20-25
Boubacar Kamara,19,https://cdn.sofifa.com/players/236/987/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,87,Olympique de Marseille,https://cdn.sofifa.com/teams/219/light_30.png,€14.5M,€18K,Boubacar Kamara,Below 20 years
Keylor Navas,32,https://cdn.sofifa.com/players/193/041/20_60.png,Costa Rica,https://cdn.sofifa.com/flags/cr.png,87,87,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€30.5M,€110K,Keylor Navas,Age: 30-35
Rúben Diogo,22,https://cdn.sofifa.com/players/224/293/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,82,87,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/light_30.png,€29M,€89K,Rúben Diogo da Silva Neves,Age: 20-25
Achraf Hakimi,20,https://cdn.sofifa.com/players/235/212/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,82,87,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€30M,€66K,Achraf Hakimi,Age: 20-25
Yari Verschaeren,17,https://cdn.sofifa.com/players/246/419/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,73,87,RSC Anderlecht,https://cdn.sofifa.com/teams/229/light_30.png,€8M,€2K,Yari Verschaeren,Below 20 years
Bernd Leno,27,https://cdn.sofifa.com/players/192/563/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,87,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€32.5M,€99K,Bernd Leno,Age: 25-30
Romário Manuel,19,https://cdn.sofifa.com/players/252/038/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,73,87,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€8.5M,€6K,Romário Manuel Silva Baró,Below 20 years
Daniel Parejo,30,https://cdn.sofifa.com/players/189/513/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,87,87,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€46.5M,€74K,Daniel Parejo Muñoz,Age: 30-35
Luiz Felipe,22,https://cdn.sofifa.com/players/236/355/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,87,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€14.5M,€38K,Luiz Felipe Ramos Marchi,Age: 20-25
Mateo Kovačić,25,https://cdn.sofifa.com/players/207/410/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,84,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€38.5M,€145K,Mateo Kovačić,Age: 25-30
Marcus Wendel,21,https://cdn.sofifa.com/players/238/359/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,87,Sporting CP,https://cdn.sofifa.com/teams/237/light_30.png,€18.5M,€13K,Marcus Wendel Valle da Silva,Age: 20-25
Andriy Lunin,20,https://cdn.sofifa.com/players/243/952/20_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,75,87,Real Oviedo,https://cdn.sofifa.com/teams/110827/light_30.png,€9.5M,€6K,Andriy Lunin,Age: 20-25
Bruno Guimarães,21,https://cdn.sofifa.com/players/247/851/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,87,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€14M,€44K,Bruno Guimarães Moura,Age: 20-25
Ciro Immobile,29,https://cdn.sofifa.com/players/192/387/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,87,87,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€50.5M,€110K,Ciro Immobile,Age: 25-30
Hakim Ziyech,26,https://cdn.sofifa.com/players/208/670/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,86,87,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€52M,€42K,Hakim Ziyech,Age: 25-30
Rodrigo Bentancur,22,https://cdn.sofifa.com/players/227/535/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,80,87,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€20.5M,€91K,Rodrigo Bentancur,Age: 20-25
Thiago Emiliano,34,https://cdn.sofifa.com/players/164/240/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,87,87,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€18.5M,€135K,Thiago Emiliano da Silva,Age: 30-35
Maximiliano Gómez,22,https://cdn.sofifa.com/players/239/207/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,81,87,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€24.5M,€43K,Maximiliano Gómez,Age: 20-25
Marash Kumbulla,19,https://cdn.sofifa.com/players/245/426/20_60.png,Albania,https://cdn.sofifa.com/flags/al.png,74,86,Hellas Verona,https://cdn.sofifa.com/teams/206/light_30.png,€9M,€7K,Marash Kumbulla,Below 20 years
Ethan Ampadu,18,https://cdn.sofifa.com/players/235/735/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,68,86,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€1.7M,€5K,Ethan Ampadu,Below 20 years
Wuilker Faríñez,21,https://cdn.sofifa.com/players/228/736/20_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,74,86,Millonarios FC,https://cdn.sofifa.com/teams/101105/light_30.png,€8M,€2K,Wuilker Faríñez,Age: 20-25
Daniel Ceballos,22,https://cdn.sofifa.com/players/222/509/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€23.5M,€82K,Daniel Ceballos Fernández,Age: 20-25
João Pedro,17,https://cdn.sofifa.com/players/252/042/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,70,86,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,€3.6M,€7K,João Pedro Junqueira de Jesus,Below 20 years
Thiago Alcântara,28,https://cdn.sofifa.com/players/189/509/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€44M,€165K,Thiago Alcântara,Age: 25-30
Mattéo Guendouzi,20,https://cdn.sofifa.com/players/236/496/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,77,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€12.5M,€46K,Mattéo Guendouzi,Age: 20-25
Jean-Clair Todibo,19,https://cdn.sofifa.com/players/245/388/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,73,86,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€7M,€11K,Jean-Clair Todibo,Below 20 years
Pau Francisco,22,https://cdn.sofifa.com/players/241/464/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,78,86,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,€14M,€26K,Pau Francisco Torres,Age: 20-25
Jonathan Ikoné,21,https://cdn.sofifa.com/players/234/612/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,86,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€18M,€33K,Jonathan Ikoné,Age: 20-25
Florentino Morris,19,https://cdn.sofifa.com/players/234/569/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,76,86,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€11M,€6K,Florentino Morris Luís,Below 20 years
Brahim Díaz,19,https://cdn.sofifa.com/players/231/410/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,86,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€10M,€63K,Brahim Díaz,Below 20 years
João Pedro,25,https://cdn.sofifa.com/players/210/514/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,82,86,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€25M,€125K,João Pedro Cavaco Cancelo,Age: 25-30
Dejan Kulusevski,19,https://cdn.sofifa.com/players/247/394/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,74,86,Parma,https://cdn.sofifa.com/teams/50/light_30.png,€10M,€23K,Dejan Kulusevski,Below 20 years
Fábio Daniel,16,https://cdn.sofifa.com/players/252/037/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,70,86,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€3.6M,€2K,Fábio Daniel Soares Silva,Below 20 years
Harry Maguire,26,https://cdn.sofifa.com/players/203/263/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,86,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€28.5M,€135K,Harry Maguire,Age: 25-30
Viktor Tsygankov,21,https://cdn.sofifa.com/players/244/369/20_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,80,86,Dynamo Kyiv,https://cdn.sofifa.com/teams/101047/light_30.png,€20.5M,€500,Viktor Tsygankov,Age: 20-25
Enzo Millot,16,https://cdn.sofifa.com/players/252/259/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,63,86,AS Monaco,https://cdn.sofifa.com/teams/69/light_30.png,€800K,€1K,Enzo Millot,Below 20 years
Fikayo Tomori,21,https://cdn.sofifa.com/players/232/756/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€12.5M,€57K,Fikayo Tomori,Age: 20-25
Kangin Lee,18,https://cdn.sofifa.com/players/243/780/20_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,76,86,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€11.5M,€11K,Kangin Lee,Below 20 years
Thomas Lemar,23,https://cdn.sofifa.com/players/213/565/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€29M,€59K,Thomas Lemar,Age: 20-25
Lucas Torreira,23,https://cdn.sofifa.com/players/223/959/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,81,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€21.5M,€74K,Lucas Torreira,Age: 20-25
Nikola Vlašić,21,https://cdn.sofifa.com/players/241/095/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,78,86,PFC CSKA Moscow,https://cdn.sofifa.com/teams/315/light_30.png,€15.5M,€34K,Nikola Vlašić,Age: 20-25
Alexis Mac,20,https://cdn.sofifa.com/players/239/837/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,76,86,Brighton & Hove Albion,https://cdn.sofifa.com/teams/1808/light_30.png,€12.5M,€33K,Alexis Mac Allister,Age: 20-25
Zinho Vanheusden,19,https://cdn.sofifa.com/players/241/103/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,75,86,Standard de Liège,https://cdn.sofifa.com/teams/232/light_30.png,€10M,€8K,Zinho Vanheusden,Below 20 years
Maxence Caqueret,19,https://cdn.sofifa.com/players/246/646/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,73,86,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€7.5M,€26K,Maxence Caqueret,Below 20 years
José Luís,24,https://cdn.sofifa.com/players/211/688/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,86,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€21M,€35K,José Luís Gayà Peña,Age: 20-25
Marco Kana,16,https://cdn.sofifa.com/players/252/489/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,66,86,RSC Anderlecht,https://cdn.sofifa.com/teams/229/light_30.png,€1.2M,€500,Marco Kana,Below 20 years
Lisandro Martínez,21,https://cdn.sofifa.com/players/239/301/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,79,86,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€16.5M,€16K,Lisandro Martínez,Age: 20-25
Declan Rice,20,https://cdn.sofifa.com/players/234/378/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,86,West Ham United,https://cdn.sofifa.com/teams/19/light_30.png,€14M,€49K,Declan Rice,Age: 20-25
Paulo Henrique,18,https://cdn.sofifa.com/players/239/970/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,86,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€9.5M,€16K,Paulo Henrique Sampaio Filho,Below 20 years
Toby Alderweireld,30,https://cdn.sofifa.com/players/184/087/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,86,86,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€36M,€140K,Toby Alderweireld,Age: 30-35
Alexandr Golovin,23,https://cdn.sofifa.com/players/225/663/20_60.png,Russia,https://cdn.sofifa.com/flags/ru.png,80,86,AS Monaco,https://cdn.sofifa.com/teams/69/light_30.png,€20M,€41K,Alexandr Golovin,Age: 20-25
Ozan Kabak,19,https://cdn.sofifa.com/players/239/890/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,77,86,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€12M,€15K,Ozan Kabak,Below 20 years
Edmond Tapsoba,20,https://cdn.sofifa.com/players/247/263/20_60.png,Burkina Faso,https://cdn.sofifa.com/flags/bf.png,76,86,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€11.5M,€33K,Edmond Tapsoba,Age: 20-25
Ricardo Barbosa,25,https://cdn.sofifa.com/players/210/243/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,84,86,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€33M,€105K,Ricardo Barbosa Pereira,Age: 25-30
